NO,Tahun,NAMA_BANK,NAMA_SKEMA,NAMA_SEKTOR,BULAN,NAMA_PROVINSI,NAMA_WILAYAH,JML_DEBITUR, JML_PENYALURAN , JML_OUTSTANDING ,
4882,2024,Bank Mandiri,MIKRO,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,5,Maluku,Kab. Kepulauan Tanimbar,1," 25,000,000.00 ", -   ,
4883,2024,Bank Mandiri,MIKRO,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,5,Maluku,Kab. Maluku Tengah,2," 70,000,000.00 "," 24,639,432.00 ",
4884,2024,Bank Mandiri,MIKRO,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,6,Maluku,Kota Ambon,5," 280,000,000.00 "," 117,223,154.00 ",
4885,2024,Bank Mandiri,MIKRO,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,7,Maluku,Kab. Kepulauan Tanimbar,4," 264,000,000.00 "," 112,464,191.00 ",
4886,2024,Bank Mandiri,MIKRO,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,7,Maluku,Kab. Maluku Tengah,1," 80,000,000.00 "," 37,397,628.00 ",
4887,2024,Bank Mandiri,MIKRO,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,7,Maluku,Kota Ambon,4," 190,000,000.00 "," 82,162,126.00 ",
4888,2024,Bank Mandiri,MIKRO,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,8,Maluku,Kab. Buru,1," 30,000,000.00 "," 14,841,580.00 ",
4889,2024,Bank Mandiri,MIKRO,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,8,Maluku,Kab. Maluku Tengah,2," 80,000,000.00 "," 25,478,612.00 ",
4890,2024,Bank Mandiri,MIKRO,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,8,Maluku,Kota Ambon,6," 360,000,000.00 "," 113,250,999.00 ",
4891,2024,Bank Mandiri,MIKRO,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,9,Maluku,Kab. Buru,5," 300,000,000.00 "," 60,270,216.00 ",
4892,2024,Bank Mandiri,MIKRO,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,9,Maluku,Kab. Kepulauan Tanimbar,1," 15,000,000.00 "," 5,214,083.00 ",
4893,2024,Bank Mandiri,MIKRO,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,9,Maluku,Kab. Maluku Tengah,5," 235,000,000.00 "," 103,464,303.00 ",
4894,2024,Bank Mandiri,MIKRO,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,9,Maluku,Kab. Seram Bagian Barat,1," 100,000,000.00 "," 55,119,132.00 ",
4895,2024,Bank Mandiri,MIKRO,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,9,Maluku,Kota Ambon,15," 623,000,000.00 "," 260,371,049.00 ",
4896,2024,Bank Mandiri,MIKRO,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,10,Maluku,Kab. Buru,1," 35,000,000.00 "," 10,645,300.00 ",
4897,2024,Bank Mandiri,MIKRO,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,10,Maluku,Kab. Kepulauan Tanimbar,1," 70,000,000.00 "," 38,520,258.00 ",
4898,2024,Bank Mandiri,MIKRO,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,10,Maluku,Kab. Maluku Tengah,1," 30,000,000.00 "," 7,840,058.00 ",
4899,2024,Bank Mandiri,MIKRO,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,10,Maluku,Kab. Maluku Tenggara,1," 50,000,000.00 "," 29,483,747.00 ",
4900,2024,Bank Mandiri,MIKRO,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,10,Maluku,Kota Ambon,3," 100,000,000.00 "," 34,558,284.00 ",
4901,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,1,Maluku,Kab. Buru,7," 495,000,000.00 "," 94,687,713.00 ",
4902,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,1,Maluku,Kab. Buru Selatan,1," 15,000,000.00 ", -   ,
4903,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,1,Maluku,Kab. Kepulauan Tanimbar,5," 240,000,000.00 "," 35,931,069.00 ",
4904,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,1,Maluku,Kab. Maluku Tengah,5," 260,000,000.00 "," 49,159,034.00 ",
4905,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,1,Maluku,Kab. Maluku Tenggara,1," 100,000,000.00 "," 29,673,424.00 ",
4906,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,1,Maluku,Kab. Seram Bagian Barat,3," 120,000,000.00 "," 688,561.00 ",
4907,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,1,Maluku,Kota Ambon,17," 700,000,000.00 "," 94,020,822.00 ",
4908,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,1,Maluku,Kota Tual,3," 130,000,000.00 "," 31,048,632.00 ",
4909,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,2,Maluku,Kab. Buru,8," 590,000,000.00 "," 118,428,400.00 ",
4910,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,2,Maluku,Kab. Kepulauan Tanimbar,2," 80,000,000.00 "," 11,530,313.00 ",
4911,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,2,Maluku,Kab. Maluku Tengah,12," 610,000,000.00 "," 61,390,425.00 ",
4912,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,2,Maluku,Kab. Maluku Tenggara,1," 30,000,000.00 "," 10,614,916.00 ",
4913,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,2,Maluku,Kab. Seram Bagian Barat,3," 95,000,000.00 "," 16,240,789.00 ",
4914,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,2,Maluku,Kota Ambon,21," 975,000,000.00 "," 181,070,959.00 ",
4915,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,3,Maluku,Kab. Buru,11," 490,000,000.00 "," 74,526,883.00 ",
4916,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,3,Maluku,Kab. Kepulauan Tanimbar,4," 175,000,000.00 "," 44,222,685.00 ",
4917,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,3,Maluku,Kab. Maluku Tengah,15," 545,000,000.00 "," 74,375,324.00 ",
4918,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,3,Maluku,Kab. Maluku Tenggara,2," 70,000,000.00 "," 14,161,503.00 ",
4919,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,3,Maluku,Kab. Seram Bagian Barat,1," 100,000,000.00 ", -   ,
4920,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,3,Maluku,Kota Ambon,34," 1,575,000,000.00 "," 350,992,029.00 ",
4921,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,3,Maluku,Kota Tual,2," 150,000,000.00 "," 21,984,773.00 ",
4922,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,4,Maluku,Kab. Buru,7," 400,000,000.00 "," 107,016,251.00 ",
4923,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,4,Maluku,Kab. Kepulauan Tanimbar,3," 180,000,000.00 "," 35,361,493.00 ",
4924,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,4,Maluku,Kab. Maluku Tengah,16," 540,000,000.00 "," 99,668,022.00 ",
4925,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,4,Maluku,Kab. Maluku Tenggara,2," 80,000,000.00 "," 17,681,035.00 ",
4926,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,4,Maluku,Kab. Seram Bagian Barat,5," 230,000,000.00 "," 73,619,965.00 ",
4927,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,4,Maluku,Kab. Seram Bagian Timur,2," 80,000,000.00 ", -   ,
4928,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,4,Maluku,Kota Ambon,12," 505,000,000.00 "," 148,862,234.00 ",
4929,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,4,Maluku,Kota Tual,2," 50,000,000.00 "," 1,008,413.00 ",
4930,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,5,Maluku,Kab. Buru,4," 254,400,000.00 "," 87,340,787.00 ",
4931,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,5,Maluku,Kab. Kepulauan Tanimbar,1," 39,200,000.00 "," 19,400,000.00 ",
4932,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,5,Maluku,Kab. Maluku Tengah,7," 305,000,000.00 "," 97,403,805.00 ",
4933,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,5,Maluku,Kab. Seram Bagian Barat,4," 270,000,000.00 "," 77,875,491.00 ",
4934,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,5,Maluku,Kota Ambon,9," 617,000,000.00 "," 198,680,714.00 ",
4935,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,6,Maluku,Kab. Buru,12," 750,000,000.00 "," 301,542,792.00 ",
4936,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,6,Maluku,Kab. Maluku Tengah,15," 700,000,000.00 "," 236,197,077.00 ",
4937,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,6,Maluku,Kab. Seram Bagian Barat,5," 196,000,000.00 "," 98,137,635.00 ",
4938,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,6,Maluku,Kota Ambon,20," 935,000,000.00 "," 318,978,012.00 ",
4939,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,6,Maluku,Kota Tual,1," 55,000,000.00 "," 25,662,096.00 ",
4940,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,7,Maluku,Kab. Buru,26," 1,460,000,000.00 "," 305,788,704.00 ",
4941,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,7,Maluku,Kab. Kepulauan Tanimbar,10," 360,000,000.00 "," 119,829,138.00 ",
4942,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,7,Maluku,Kab. Maluku Tengah,18," 940,000,000.00 "," 331,626,245.00 ",
4943,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,7,Maluku,Kab. Maluku Tenggara,5," 170,000,000.00 "," 31,966,467.00 ",
4944,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,7,Maluku,Kab. Seram Bagian Barat,3," 130,000,000.00 "," 37,333,742.00 ",
4945,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,7,Maluku,Kota Ambon,21," 913,600,000.00 "," 261,510,529.00 ",
4946,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,8,Maluku,Kab. Buru,19," 940,300,000.00 "," 384,430,769.00 ",
4947,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,8,Maluku,Kab. Kepulauan Tanimbar,10," 555,000,000.00 "," 264,924,615.00 ",
4948,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,8,Maluku,Kab. Maluku Tengah,13," 570,000,000.00 "," 239,358,275.00 ",
4949,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,8,Maluku,Kab. Maluku Tenggara,2," 85,000,000.00 "," 30,885,439.00 ",
4950,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,8,Maluku,Kab. Seram Bagian Barat,4," 156,000,000.00 "," 50,208,152.00 ",
4951,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,8,Maluku,Kab. Seram Bagian Timur,1," 50,000,000.00 "," 13,066,559.00 ",
4952,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,8,Maluku,Kota Ambon,24," 1,125,000,000.00 "," 330,096,120.00 ",
4953,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,8,Maluku,Kota Tual,2," 80,000,000.00 "," 34,888,710.00 ",
4954,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,9,Maluku,Kab. Buru,16," 866,000,000.00 "," 337,383,791.00 ",
4955,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,9,Maluku,Kab. Kepulauan Tanimbar,8," 326,000,000.00 "," 121,417,424.00 ",
4956,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,9,Maluku,Kab. Maluku Tengah,21," 1,063,200,000.00 "," 496,179,194.00 ",
4957,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,9,Maluku,Kab. Seram Bagian Barat,7," 395,000,000.00 "," 109,661,834.00 ",
4958,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,9,Maluku,Kab. Seram Bagian Timur,2," 40,000,000.00 "," 11,086,080.00 ",
4959,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,9,Maluku,Kota Ambon,33," 1,590,000,000.00 "," 597,715,658.00 ",
4960,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,9,Maluku,Kota Tual,3," 75,200,000.00 "," 28,117,612.00 ",
4961,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,10,Maluku,Kab. Buru,8," 590,000,000.00 "," 260,686,784.00 ",
4962,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,10,Maluku,Kab. Kepulauan Tanimbar,4," 210,000,000.00 "," 87,601,135.00 ",
4963,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,10,Maluku,Kab. Maluku Tengah,12," 585,000,000.00 "," 267,680,415.00 ",
4964,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,10,Maluku,Kab. Maluku Tenggara,1," 25,000,000.00 "," 13,063,924.00 ",
4965,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,10,Maluku,Kab. Seram Bagian Barat,5," 185,000,000.00 "," 86,158,544.00 ",
4966,2024,Bank Mandiri,MIKRO,PERDAGANGAN BESAR DAN ECERAN,10,Maluku,Kota Ambon,23," 1,184,000,000.00 "," 567,591,267.00 ",
4967,2024,Bank Mandiri,MIKRO,PERIKANAN,1,Maluku,Kota Ambon,2," 55,000,000.00 ", -   ,
4968,2024,Bank Mandiri,MIKRO,PERIKANAN,2,Maluku,Kab. Buru,2," 80,000,000.00 "," 14,800,896.00 ",
4969,2024,Bank Mandiri,MIKRO,PERIKANAN,2,Maluku,Kab. Maluku Tengah,1," 20,000,000.00 ", -   ,
4970,2024,Bank Mandiri,MIKRO,PERIKANAN,2,Maluku,Kab. Maluku Tenggara,1," 30,000,000.00 "," 9,823,834.00 ",
4971,2024,Bank Mandiri,MIKRO,PERIKANAN,2,Maluku,Kota Ambon,2," 135,000,000.00 "," 50,416,339.00 ",
4972,2024,Bank Mandiri,MIKRO,PERIKANAN,3,Maluku,Kab. Buru,3," 195,000,000.00 "," 34,578,412.00 ",
4973,2024,Bank Mandiri,MIKRO,PERIKANAN,3,Maluku,Kab. Maluku Tengah,1," 50,000,000.00 ", -   ,
4974,2024,Bank Mandiri,MIKRO,PERIKANAN,3,Maluku,Kab. Maluku Tenggara,1," 50,000,000.00 "," 17,708,912.00 ",
4975,2024,Bank Mandiri,MIKRO,PERIKANAN,3,Maluku,Kota Tual,1," 25,000,000.00 ", -   ,
4976,2024,Bank Mandiri,MIKRO,PERIKANAN,4,Maluku,Kab. Buru,4," 200,000,000.00 "," 68,397,354.00 ",
4977,2024,Bank Mandiri,MIKRO,PERIKANAN,4,Maluku,Kab. Maluku Tengah,2," 80,000,000.00 "," 20,499,216.00 ",
4978,2024,Bank Mandiri,MIKRO,PERIKANAN,4,Maluku,Kota Ambon,1," 50,000,000.00 "," 20,731,234.00 ",
4979,2024,Bank Mandiri,MIKRO,PERIKANAN,7,Maluku,Kab. Buru,1," 40,000,000.00 "," 18,821,360.00 ",
4980,2024,Bank Mandiri,MIKRO,PERIKANAN,7,Maluku,Kab. Maluku Tenggara,1," 50,000,000.00 "," 23,331,596.00 ",
4981,2024,Bank Mandiri,MIKRO,PERIKANAN,8,Maluku,Kota Ambon,1," 50,000,000.00 "," 11,087,294.00 ",
4982,2024,Bank Mandiri,MIKRO,PERIKANAN,10,Maluku,Kab. Buru,4," 150,000,000.00 "," 70,262,169.00 ",
4983,2024,Bank Mandiri,MIKRO,PERIKANAN,10,Maluku,Kab. Maluku Tenggara,1," 50,000,000.00 "," 27,525,684.00 ",
4984,2024,Bank Mandiri,MIKRO,PERIKANAN,10,Maluku,Kota Tual,1," 50,000,000.00 "," 26,129,953.00 ",
4985,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",1,Maluku,Kab. Buru,1," 50,000,000.00 "," 16,240,789.00 ",
4986,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",1,Maluku,Kab. Maluku Tengah,1," 15,000,000.00 ", -   ,
4987,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",2,Maluku,Kab. Buru,1," 50,000,000.00 "," 14,963,726.00 ",
4988,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",2,Maluku,Kab. Maluku Tengah,2," 125,000,000.00 ", -   ,
4989,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",2,Maluku,Kab. Seram Bagian Barat,1," 100,000,000.00 "," 32,481,577.00 ",
4990,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",3,Maluku,Kab. Buru,5," 185,000,000.00 "," 35,368,858.00 ",
4991,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",3,Maluku,Kab. Kepulauan Tanimbar,1," 15,000,000.00 ", -   ,
4992,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",3,Maluku,Kab. Seram Bagian Barat,2," 50,000,000.00 "," 4,215,082.00 ",
4993,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",4,Maluku,Kab. Buru,2," 90,000,000.00 "," 17,673,518.00 ",
4994,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",4,Maluku,Kab. Maluku Tengah,1," 50,000,000.00 "," 20,630,911.00 ",
4995,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",4,Maluku,Kab. Seram Bagian Barat,1," 30,000,000.00 "," 10,609,693.00 ",
4996,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",6,Maluku,Kab. Buru,3," 150,000,000.00 "," 46,710,556.00 ",
4997,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",6,Maluku,Kota Ambon,1," 50,000,000.00 "," 21,962,025.00 ",
4998,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",7,Maluku,Kab. Buru,3," 145,000,000.00 "," 51,814,580.00 ",
4999,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",8,Maluku,Kab. Maluku Tengah,2," 65,000,000.00 "," 13,066,559.00 ",
5000,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",8,Maluku,Kab. Seram Bagian Barat,1," 30,000,000.00 ", -   ,
5001,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",8,Maluku,Kota Ambon,1," 100,000,000.00 ", -   ,
5002,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",9,Maluku,Kab. Buru,5," 364,100,000.00 "," 130,730,855.00 ",
5003,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",9,Maluku,Kab. Maluku Tenggara,1," 20,000,000.00 "," 11,095,214.00 ",
5004,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",9,Maluku,Kota Ambon,3," 170,000,000.00 "," 74,175,016.00 ",
5005,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",10,Maluku,Kab. Buru,4," 265,000,000.00 "," 136,133,888.00 ",
5006,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",10,Maluku,Kab. Kepulauan Tanimbar,1," 100,000,000.00 "," 52,286,506.00 ",
5007,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",10,Maluku,Kab. Maluku Tenggara,1," 35,000,000.00 "," 18,299,462.00 ",
5008,2024,Bank Mandiri,MIKRO,"PERTANIAN, PERBURUAN DAN KEHUTANAN",10,Maluku,Kota Ambon,1," 25,000,000.00 "," 13,752,515.00 ",
5009,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",1,Maluku,Kab. Maluku Tengah,1," 35,000,000.00 ", -   ,
5010,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",1,Maluku,Kab. Maluku Tenggara,1," 30,000,000.00 ", -   ,
5011,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",1,Maluku,Kab. Seram Bagian Barat,1," 50,000,000.00 ", -   ,
5012,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",1,Maluku,Kota Ambon,3," 220,000,000.00 ", -   ,
5013,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",2,Maluku,Kab. Maluku Tenggara,1," 20,000,000.00 "," 5,938,295.00 ",
5014,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",2,Maluku,Kota Ambon,3," 225,000,000.00 "," 100,700,856.00 ",
5015,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",3,Maluku,Kab. Kepulauan Tanimbar,1," 100,000,000.00 "," 35,347,322.00 ",
5016,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",3,Maluku,Kab. Maluku Tengah,4," 270,000,000.00 "," 84,838,332.00 ",
5017,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",3,Maluku,Kota Ambon,1," 40,000,000.00 "," 14,143,794.00 ",
5018,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",4,Maluku,Kab. Maluku Tengah,2," 140,000,000.00 "," 38,239,922.00 ",
5019,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",4,Maluku,Kota Ambon,1," 25,000,000.00 ", -   ,
5020,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",5,Maluku,Kab. Buru,2," 130,000,000.00 "," 54,288,592.00 ",
5021,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",5,Maluku,Kab. Maluku Tengah,1," 20,000,000.00 "," 1,807,311.00 ",
5022,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",5,Maluku,Kota Ambon,1," 80,000,000.00 "," 33,117,530.00 ",
5023,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",6,Maluku,Kab. Maluku Tengah,2," 175,000,000.00 "," 35,115,010.00 ",
5024,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",6,Maluku,Kota Tual,1," 100,000,000.00 ", -   ,
5025,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",7,Maluku,Kab. Buru,5," 450,000,000.00 "," 194,912,362.00 ",
5026,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",7,Maluku,Kab. Maluku Tenggara,2," 60,000,000.00 "," 28,027,835.00 ",
5027,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",7,Maluku,Kota Ambon,2," 100,000,000.00 "," 38,054,328.00 ",
5028,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",8,Maluku,Kab. Buru,2," 125,000,000.00 "," 66,184,456.00 ",
5029,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",8,Maluku,Kab. Maluku Tenggara,1," 30,000,000.00 "," 14,950,257.00 ",
5030,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",8,Maluku,Kota Ambon,5," 300,000,000.00 "," 155,916,205.00 ",
5031,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",9,Maluku,Kab. Buru,2," 200,000,000.00 "," 101,704,786.00 ",
5032,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",9,Maluku,Kab. Maluku Tengah,3," 110,000,000.00 "," 45,272,035.00 ",
5033,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",9,Maluku,Kab. Seram Bagian Barat,1," 70,000,000.00 "," 36,629,138.00 ",
5034,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",9,Maluku,Kota Ambon,2," 150,000,000.00 "," 82,268,099.00 ",
5035,2024,Bank Mandiri,MIKRO,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",10,Maluku,Kab. Buru,4," 350,000,000.00 "," 182,852,045.00 ",
