NO,Tahun,NAMA_BANK,NAMA_SKEMA,NAMA_SEKTOR,BULAN,NAMA_PROVINSI,NAMA_WILAYAH,JML_DEBITUR, JML_PENYALURAN , JML_OUTSTANDING ,
1,2022,BPD Jabar,KECIL,PERDAGANGAN BESAR DAN ECERAN,5,Maluku,Kab. Maluku Tenggara,1," 500,000,000.00 ", -   ,
2,2022,BPD Jawa Tengah,MIKRO,PERDAGANGAN BESAR DAN ECERAN,8,Maluku,Kota Ambon,1," 65,000,000.00 ", -   ,
3,2022,BPD Jawa Tengah Syariah,KECIL,PERDAGANGAN BESAR DAN ECERAN,9,Maluku,Kota Ambon,1," 150,000,000.00 ", -   ,
4,2022,BPD Papua,SUPERMI,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,8,Maluku,Kab. Buru,1," 10,000,000.00 ", -   ,
5,2022,BPD Sulawesi Tenggara,KECIL,PERDAGANGAN BESAR DAN ECERAN,10,Maluku,Kota Ambon,1," 500,000,000.00 ", -   ,
6,2022,Bank Central Asia,KECIL,"JASA KEMASYARAKATAN, SOSIAL BUDAYA, HIBURAN DAN PERORANGAN LAINNYA",8,Maluku,Kota Ambon,1," 250,000,000.00 "," 28,962,598.00 ",
7,2022,Bank Central Asia,KECIL,PERDAGANGAN BESAR DAN ECERAN,5,Maluku,Kota Ambon,1," 150,000,000.00 ", -   ,
8,2022,Bank Central Asia,KECIL,PERDAGANGAN BESAR DAN ECERAN,8,Maluku,Kota Ambon,2," 500,000,000.00 "," 57,853,395.00 ",
9,2022,Bank Central Asia,KECIL,"TRANSPORTASI, PERGUDANGAN DAN KOMUNIKASI",7,Maluku,Kota Ambon,1," 150,000,000.00 "," 10,541,841.00 ",
10,2022,Bank Central Asia,MIKRO,PERDAGANGAN BESAR DAN ECERAN,3,Maluku,Kota Ambon,1," 50,000,000.00 "," 8,954,755.00 ",
11,2022,Bank Mandiri,KECIL,INDUSTRI PENGOLAHAN,1,Maluku,Kab. Buru,1," 105,000,000.00 ", -   ,
12,2022,Bank Mandiri,KECIL,INDUSTRI PENGOLAHAN,2,Maluku,Kab. Kepulauan Aru,1," 200,000,000.00 "," 41,633,792.00 ",
13,2022,Bank Mandiri,KECIL,INDUSTRI PENGOLAHAN,2,Maluku,Kab. Maluku Tengah,1," 350,000,000.00 ", -   ,
14,2022,Bank Mandiri,KECIL,INDUSTRI PENGOLAHAN,3,Maluku,Kab. Maluku Tengah,2," 400,000,000.00 ", -   ,
15,2022,Bank Mandiri,KECIL,INDUSTRI PENGOLAHAN,4,Maluku,Kab. Buru,1," 200,000,000.00 "," 4,789,564.00 ",
16,2022,Bank Mandiri,KECIL,INDUSTRI PENGOLAHAN,6,Maluku,Kab. Maluku Tengah,1," 150,000,000.00 ", -   ,
17,2022,Bank Mandiri,KECIL,INDUSTRI PENGOLAHAN,9,Maluku,Kab. Buru,1," 200,000,000.00 ", -   ,
18,2022,Bank Mandiri,KECIL,INDUSTRI PENGOLAHAN,10,Maluku,Kab. Buru,2," 305,000,000.00 ", -   ,
19,2022,Bank Mandiri,KECIL,INDUSTRI PENGOLAHAN,10,Maluku,Kab. Maluku Tengah,3," 551,000,000.00 ", -   ,
20,2022,Bank Mandiri,KECIL,INDUSTRI PENGOLAHAN,11,Maluku,Kab. Buru,1," 105,000,000.00 ", -   ,
21,2022,Bank Mandiri,KECIL,INDUSTRI PENGOLAHAN,11,Maluku,Kab. Kepulauan Tanimbar,1," 200,000,000.00 ", -   ,
22,2022,Bank Mandiri,KECIL,INDUSTRI PENGOLAHAN,11,Maluku,Kota Ambon,1," 120,000,000.00 ", -   ,
23,2022,Bank Mandiri,KECIL,INDUSTRI PENGOLAHAN,12,Maluku,Kab. Kepulauan Tanimbar,2," 230,000,000.00 "," 22,731,379.00 ",
24,2022,Bank Mandiri,KECIL,INDUSTRI PENGOLAHAN,12,Maluku,Kota Ambon,1," 300,000,000.00 "," 115,347,126.00 ",
25,2022,Bank Mandiri,KECIL,"JASA KEMASYARAKATAN, SOSIAL BUDAYA, HIBURAN DAN PERORANGAN LAINNYA",1,Maluku,Kota Ambon,1," 200,000,000.00 ", -   ,
26,2022,Bank Mandiri,KECIL,"JASA KEMASYARAKATAN, SOSIAL BUDAYA, HIBURAN DAN PERORANGAN LAINNYA",2,Maluku,Kab. Maluku Tengah,1," 200,000,000.00 ", -   ,
27,2022,Bank Mandiri,KECIL,"JASA KEMASYARAKATAN, SOSIAL BUDAYA, HIBURAN DAN PERORANGAN LAINNYA",2,Maluku,Kota Ambon,1," 300,000,000.00 ", -   ,
28,2022,Bank Mandiri,KECIL,"JASA KEMASYARAKATAN, SOSIAL BUDAYA, HIBURAN DAN PERORANGAN LAINNYA",5,Maluku,Kab. Seram Bagian Barat,1," 200,000,000.00 ", -   ,
29,2022,Bank Mandiri,KECIL,"JASA KEMASYARAKATAN, SOSIAL BUDAYA, HIBURAN DAN PERORANGAN LAINNYA",6,Maluku,Kab. Buru,1," 110,000,000.00 ", -   ,
30,2022,Bank Mandiri,KECIL,"JASA KEMASYARAKATAN, SOSIAL BUDAYA, HIBURAN DAN PERORANGAN LAINNYA",6,Maluku,Kab. Maluku Tengah,1," 200,000,000.00 ", -   ,
31,2022,Bank Mandiri,KECIL,"JASA KEMASYARAKATAN, SOSIAL BUDAYA, HIBURAN DAN PERORANGAN LAINNYA",6,Maluku,Kota Ambon,1," 120,000,000.00 ", -   ,
32,2022,Bank Mandiri,KECIL,"JASA KEMASYARAKATAN, SOSIAL BUDAYA, HIBURAN DAN PERORANGAN LAINNYA",8,Maluku,Kab. Buru,1," 200,000,000.00 ", -   ,
33,2022,Bank Mandiri,KECIL,"JASA KEMASYARAKATAN, SOSIAL BUDAYA, HIBURAN DAN PERORANGAN LAINNYA",10,Maluku,Kota Tual,1," 101,000,000.00 ", -   ,
34,2022,Bank Mandiri,KECIL,"JASA KEMASYARAKATAN, SOSIAL BUDAYA, HIBURAN DAN PERORANGAN LAINNYA",11,Maluku,Kab. Buru,2," 300,000,000.00 ", -   ,
35,2022,Bank Mandiri,KECIL,"JASA KEMASYARAKATAN, SOSIAL BUDAYA, HIBURAN DAN PERORANGAN LAINNYA",11,Maluku,Kab. Kepulauan Tanimbar,1," 110,000,000.00 ", -   ,
36,2022,Bank Mandiri,KECIL,"JASA KEMASYARAKATAN, SOSIAL BUDAYA, HIBURAN DAN PERORANGAN LAINNYA",11,Maluku,Kab. Maluku Barat Daya,1," 105,000,000.00 ", -   ,
37,2022,Bank Mandiri,KECIL,"JASA KEMASYARAKATAN, SOSIAL BUDAYA, HIBURAN DAN PERORANGAN LAINNYA",11,Maluku,Kota Ambon,1," 150,000,000.00 ", -   ,
38,2022,Bank Mandiri,KECIL,"JASA KEMASYARAKATAN, SOSIAL BUDAYA, HIBURAN DAN PERORANGAN LAINNYA",12,Maluku,Kab. Buru,1," 150,000,000.00 "," 30,942,587.00 ",
39,2022,Bank Mandiri,KECIL,"JASA KEMASYARAKATAN, SOSIAL BUDAYA, HIBURAN DAN PERORANGAN LAINNYA",12,Maluku,Kab. Maluku Tengah,1," 101,000,000.00 ", -   ,
40,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,1,Maluku,Kab. Maluku Tengah,1," 200,000,000.00 ", -   ,
41,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,1,Maluku,Kota Ambon,1," 200,000,000.00 ", -   ,
42,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,2,Maluku,Kab. Maluku Tengah,2," 379,000,000.00 ", -   ,
43,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,2,Maluku,Kota Ambon,2," 310,000,000.00 ", -   ,
44,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,3,Maluku,Kab. Maluku Barat Daya,2," 305,000,000.00 ", -   ,
45,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,3,Maluku,Kab. Maluku Tengah,2," 500,000,000.00 ", -   ,
46,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,3,Maluku,Kota Ambon,3," 480,000,000.00 ", -   ,
47,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,4,Maluku,Kab. Maluku Tengah,1," 150,000,000.00 ", -   ,
48,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,4,Maluku,Kota Tual,1," 200,000,000.00 ", -   ,
49,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,5,Maluku,Kab. Buru,1," 150,000,000.00 ", -   ,
50,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,5,Maluku,Kab. Maluku Tengah,2," 400,000,000.00 "," 4,808,011.00 ",
51,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,5,Maluku,Kota Ambon,1," 300,000,000.00 ", -   ,
52,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,6,Maluku,Kab. Maluku Barat Daya,1," 350,000,000.00 ", -   ,
53,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,6,Maluku,Kab. Seram Bagian Timur,1," 110,000,000.00 "," 5,808,754.00 ",
54,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,6,Maluku,Kota Ambon,2," 400,000,000.00 ", -   ,
55,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,7,Maluku,Kota Ambon,1," 150,000,000.00 ", -   ,
56,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,8,Maluku,Kab. Maluku Tengah,2," 400,000,000.00 "," 34,005,828.00 ",
57,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,9,Maluku,Kota Ambon,3," 900,000,000.00 ", -   ,
58,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,10,Maluku,Kab. Maluku Tengah,3," 450,000,000.00 "," 65,834,585.00 ",
59,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,10,Maluku,Kab. Seram Bagian Barat,1," 200,000,000.00 ", -   ,
60,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,10,Maluku,Kota Ambon,7," 1,300,000,000.00 "," 257,382,280.00 ",
61,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,11,Maluku,Kab. Kepulauan Tanimbar,1," 110,000,000.00 ", -   ,
62,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,11,Maluku,Kab. Maluku Barat Daya,1," 150,000,000.00 "," 55,429,509.00 ",
63,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,11,Maluku,Kota Ambon,7," 1,490,000,000.00 "," 188,821,542.00 ",
64,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,12,Maluku,Kab. Buru,2," 230,000,000.00 "," 52,555,831.00 ",
65,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,12,Maluku,Kab. Kepulauan Tanimbar,1," 200,000,000.00 ", -   ,
66,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,12,Maluku,Kab. Maluku Tengah,1," 200,000,000.00 "," 15,716,317.00 ",
67,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,12,Maluku,Kota Ambon,2," 350,000,000.00 "," 27,782,536.00 ",
68,2022,Bank Mandiri,KECIL,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,12,Maluku,Kota Tual,1," 200,000,000.00 ", -   ,
69,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,1,Maluku,Kab. Buru,1," 350,000,000.00 ", -   ,
70,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,1,Maluku,Kab. Maluku Tengah,2," 231,000,000.00 ", -   ,
71,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,1,Maluku,Kota Ambon,1," 200,000,000.00 ", -   ,
72,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,2,Maluku,Kab. Maluku Tengah,3," 750,000,000.00 ", -   ,
73,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,2,Maluku,Kab. Seram Bagian Barat,1," 120,000,000.00 ", -   ,
74,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,2,Maluku,Kota Ambon,4," 641,000,000.00 "," 21,862,995.00 ",
75,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,2,Maluku,Kota Tual,2," 251,000,000.00 ", -   ,
76,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,3,Maluku,Kab. Maluku Barat Daya,1," 120,000,000.00 ", -   ,
77,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,3,Maluku,Kab. Maluku Tengah,2," 350,000,000.00 "," 14,720,881.00 ",
78,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,3,Maluku,Kab. Seram Bagian Barat,1," 200,000,000.00 ", -   ,
79,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,3,Maluku,Kota Tual,1," 101,000,000.00 ", -   ,
80,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,4,Maluku,Kab. Buru,2," 360,000,000.00 ", -   ,
81,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,4,Maluku,Kab. Kepulauan Aru,1," 200,000,000.00 ", -   ,
82,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,4,Maluku,Kab. Maluku Tengah,2," 550,000,000.00 "," 41,761,977.00 ",
83,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,4,Maluku,Kota Ambon,1," 200,000,000.00 ", -   ,
84,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,5,Maluku,Kab. Maluku Barat Daya,1," 150,000,000.00 ", -   ,
85,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,5,Maluku,Kab. Maluku Tengah,2," 550,000,000.00 "," 47,237,089.00 ",
86,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,5,Maluku,Kota Ambon,2," 550,000,000.00 "," 101,197,585.00 ",
87,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,6,Maluku,Kab. Buru,1," 200,000,000.00 "," 18,555,492.00 ",
88,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,6,Maluku,Kab. Maluku Tengah,5," 1,020,000,000.00 ", -   ,
89,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,6,Maluku,Kota Ambon,2," 300,000,000.00 ", -   ,
90,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,7,Maluku,Kab. Buru,4," 655,000,000.00 "," 17,352,634.00 ",
91,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,7,Maluku,Kab. Maluku Tengah,2," 300,000,000.00 ", -   ,
92,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,7,Maluku,Kab. Seram Bagian Barat,2," 300,000,000.00 ", -   ,
93,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,7,Maluku,Kota Ambon,6," 1,200,000,000.00 "," 37,122,483.00 ",
94,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,7,Maluku,Kota Tual,1," 101,000,000.00 "," 9,396,366.00 ",
95,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,8,Maluku,Kab. Buru,2," 350,000,000.00 "," 23,136,834.00 ",
96,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,8,Maluku,Kab. Maluku Barat Daya,1," 130,000,000.00 ", -   ,
97,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,8,Maluku,Kab. Maluku Tengah,1," 300,000,000.00 ", -   ,
98,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,8,Maluku,Kab. Seram Bagian Barat,1," 150,000,000.00 ", -   ,
99,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,8,Maluku,Kab. Seram Bagian Timur,2," 400,000,000.00 ", -   ,
100,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,8,Maluku,Kota Ambon,3," 600,000,000.00 "," 27,695,343.00 ",
101,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,9,Maluku,Kab. Buru,2," 400,000,000.00 ", -   ,
102,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,9,Maluku,Kab. Maluku Tengah,5," 890,000,000.00 "," 46,421,017.00 ",
103,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,9,Maluku,Kota Ambon,1," 350,000,000.00 ", -   ,
104,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,9,Maluku,Kota Tual,1," 125,000,000.00 ", -   ,
105,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,10,Maluku,Kab. Buru,2," 330,000,000.00 "," 23,911,080.00 ",
106,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,10,Maluku,Kab. Kepulauan Tanimbar,1," 200,000,000.00 ", -   ,
107,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,10,Maluku,Kab. Maluku Tengah,3," 510,000,000.00 "," 32,789,298.00 ",
108,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,10,Maluku,Kota Ambon,1," 200,000,000.00 ", -   ,
109,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,11,Maluku,Kab. Buru,6," 895,000,000.00 "," 91,951,182.00 ",
110,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,11,Maluku,Kab. Maluku Tengah,2," 251,000,000.00 ", -   ,
111,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,11,Maluku,Kab. Maluku Tenggara,1," 200,000,000.00 "," 46,126,984.00 ",
112,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,11,Maluku,Kab. Seram Bagian Barat,1," 105,000,000.00 ", -   ,
113,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,11,Maluku,Kota Ambon,7," 1,101,000,000.00 "," 97,746,245.00 ",
114,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,11,Maluku,Kota Tual,1," 200,000,000.00 ", -   ,
115,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,12,Maluku,Kab. Buru,3," 700,000,000.00 ", -   ,
116,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,12,Maluku,Kab. Kepulauan Tanimbar,1," 140,000,000.00 ", -   ,
117,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,12,Maluku,Kab. Maluku Tengah,2," 350,000,000.00 "," 30,932,464.00 ",
118,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,12,Maluku,Kab. Seram Bagian Barat,2," 350,000,000.00 ", -   ,
119,2022,Bank Mandiri,KECIL,PERDAGANGAN BESAR DAN ECERAN,12,Maluku,Kota Ambon,3," 430,000,000.00 "," 26,317,122.00 ",
120,2022,Bank Mandiri,KECIL,PERIKANAN,4,Maluku,Kab. Maluku Tengah,1," 300,000,000.00 "," 79,233,865.00 ",
121,2022,Bank Mandiri,KECIL,PERIKANAN,7,Maluku,Kota Ambon,1," 300,000,000.00 "," 28,689,591.00 ",
122,2022,Bank Mandiri,KECIL,PERIKANAN,8,Maluku,Kab. Maluku Tengah,1," 200,000,000.00 ", -   ,
123,2022,Bank Mandiri,KECIL,PERIKANAN,9,Maluku,Kab. Maluku Tengah,1," 150,000,000.00 "," 20,800,439.00 ",
124,2022,Bank Mandiri,KECIL,PERIKANAN,11,Maluku,Kab. Buru,1," 105,000,000.00 ", -   ,
125,2022,Bank Mandiri,KECIL,"PERTANIAN, PERBURUAN DAN KEHUTANAN",1,Maluku,Kab. Maluku Tengah,1," 200,000,000.00 "," 17,741,383.00 ",
126,2022,Bank Mandiri,KECIL,"PERTANIAN, PERBURUAN DAN KEHUTANAN",1,Maluku,Kab. Seram Bagian Barat,1," 200,000,000.00 ", -   ,
127,2022,Bank Mandiri,KECIL,"PERTANIAN, PERBURUAN DAN KEHUTANAN",3,Maluku,Kab. Kepulauan Aru,1," 350,000,000.00 ", -   ,
128,2022,Bank Mandiri,KECIL,"PERTANIAN, PERBURUAN DAN KEHUTANAN",4,Maluku,Kota Ambon,1," 150,000,000.00 ", -   ,
129,2022,Bank Mandiri,KECIL,"PERTANIAN, PERBURUAN DAN KEHUTANAN",5,Maluku,Kab. Maluku Tenggara,1," 200,000,000.00 ", -   ,
130,2022,Bank Mandiri,KECIL,"PERTANIAN, PERBURUAN DAN KEHUTANAN",7,Maluku,Kab. Buru,1," 150,000,000.00 "," 17,568,880.00 ",
131,2022,Bank Mandiri,KECIL,"PERTANIAN, PERBURUAN DAN KEHUTANAN",7,Maluku,Kab. Kepulauan Aru,1," 200,000,000.00 ", -   ,
132,2022,Bank Mandiri,KECIL,"PERTANIAN, PERBURUAN DAN KEHUTANAN",7,Maluku,Kab. Maluku Tengah,1," 200,000,000.00 "," 123,486,742.00 ",
133,2022,Bank Mandiri,KECIL,"PERTANIAN, PERBURUAN DAN KEHUTANAN",9,Maluku,Kab. Buru,1," 150,000,000.00 ", -   ,
134,2022,Bank Mandiri,KECIL,"PERTANIAN, PERBURUAN DAN KEHUTANAN",9,Maluku,Kab. Maluku Tengah,1," 150,000,000.00 "," 1,447,561.00 ",
135,2022,Bank Mandiri,KECIL,"PERTANIAN, PERBURUAN DAN KEHUTANAN",12,Maluku,Kab. Buru,2," 206,000,000.00 ", -   ,
136,2022,Bank Mandiri,KECIL,"PERTANIAN, PERBURUAN DAN KEHUTANAN",12,Maluku,Kab. Kepulauan Aru,1," 350,000,000.00 ", -   ,
137,2022,Bank Mandiri,KECIL,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",1,Maluku,Kab. Maluku Tengah,1," 200,000,000.00 ", -   ,
138,2022,Bank Mandiri,KECIL,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",2,Maluku,Kab. Maluku Tengah,2," 550,000,000.00 ", -   ,
139,2022,Bank Mandiri,KECIL,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",4,Maluku,Kab. Maluku Barat Daya,1," 200,000,000.00 ", -   ,
140,2022,Bank Mandiri,KECIL,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",4,Maluku,Kab. Maluku Tengah,1," 200,000,000.00 ", -   ,
141,2022,Bank Mandiri,KECIL,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",7,Maluku,Kab. Buru,1," 165,000,000.00 "," 11,513,167.00 ",
142,2022,Bank Mandiri,KECIL,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",7,Maluku,Kab. Maluku Tengah,1," 200,000,000.00 ", -   ,
143,2022,Bank Mandiri,KECIL,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",11,Maluku,Kab. Maluku Tengah,3," 601,000,000.00 "," 121,392,382.00 ",
144,2022,Bank Mandiri,KECIL,"REAL ESTATE, USAHA PERSEWAAN, DAN JASA PERUSAHAAN",12,Maluku,Kota Ambon,1," 105,000,000.00 "," 35,629,254.00 ",
145,2022,Bank Mandiri,KECIL,"TRANSPORTASI, PERGUDANGAN DAN KOMUNIKASI",1,Maluku,Kab. Buru,1," 150,000,000.00 "," 19,313,066.00 ",
146,2022,Bank Mandiri,KECIL,"TRANSPORTASI, PERGUDANGAN DAN KOMUNIKASI",2,Maluku,Kab. Buru,1," 175,000,000.00 ", -   ,
147,2022,Bank Mandiri,KECIL,"TRANSPORTASI, PERGUDANGAN DAN KOMUNIKASI",2,Maluku,Kota Ambon,1," 101,000,000.00 ", -   ,
148,2022,Bank Mandiri,KECIL,"TRANSPORTASI, PERGUDANGAN DAN KOMUNIKASI",3,Maluku,Kab. Maluku Tengah,1," 150,000,000.00 ", -   ,
149,2022,Bank Mandiri,KECIL,"TRANSPORTASI, PERGUDANGAN DAN KOMUNIKASI",3,Maluku,Kota Ambon,1," 200,000,000.00 ", -   ,
150,2022,Bank Mandiri,KECIL,"TRANSPORTASI, PERGUDANGAN DAN KOMUNIKASI",4,Maluku,Kota Ambon,1," 150,000,000.00 ", -   ,
151,2022,Bank Mandiri,KECIL,"TRANSPORTASI, PERGUDANGAN DAN KOMUNIKASI",5,Maluku,Kab. Maluku Tenggara,1," 101,000,000.00 ", -   ,
152,2022,Bank Mandiri,KECIL,"TRANSPORTASI, PERGUDANGAN DAN KOMUNIKASI",5,Maluku,Kota Ambon,1," 200,000,000.00 ", -   ,
153,2022,Bank Mandiri,KECIL,"TRANSPORTASI, PERGUDANGAN DAN KOMUNIKASI",7,Maluku,Kab. Maluku Tengah,1," 200,000,000.00 ", -   ,
154,2022,Bank Mandiri,KECIL,"TRANSPORTASI, PERGUDANGAN DAN KOMUNIKASI",7,Maluku,Kota Ambon,1," 200,000,000.00 ", -   ,
155,2022,Bank Mandiri,KECIL,"TRANSPORTASI, PERGUDANGAN DAN KOMUNIKASI",8,Maluku,Kota Ambon,2," 265,000,000.00 ", -   ,
156,2022,Bank Mandiri,KECIL,"TRANSPORTASI, PERGUDANGAN DAN KOMUNIKASI",9,Maluku,Kota Ambon,2," 450,000,000.00 "," 41,543,318.00 ",
157,2022,Bank Mandiri,KECIL,"TRANSPORTASI, PERGUDANGAN DAN KOMUNIKASI",10,Maluku,Kab. Buru,1," 105,000,000.00 ", -   ,
158,2022,Bank Mandiri,KECIL,"TRANSPORTASI, PERGUDANGAN DAN KOMUNIKASI",10,Maluku,Kab. Maluku Tengah,1," 150,000,000.00 ", -   ,
159,2022,Bank Mandiri,KECIL,"TRANSPORTASI, PERGUDANGAN DAN KOMUNIKASI",10,Maluku,Kab. Seram Bagian Barat,1," 110,000,000.00 ", -   ,
160,2022,Bank Mandiri,KECIL,"TRANSPORTASI, PERGUDANGAN DAN KOMUNIKASI",10,Maluku,Kota Ambon,2," 310,000,000.00 ", -   ,
